r_fighter,b_fighter,winner,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg
Roman Dolidze,Nassourdine Imavov,Blue,0,34,152,0.22,59,190,0.31,0,4,0,0,1,611,12,3,2.62,3.36,0.39,0.4,0.51,0.33,1.3,1.3,1,112,189,0.59,154,248,0.62,0,0,0,1,0,232,13,4,4.53,3.26,0.54,0.31,0.61,0.76,1.5,0.87
Renato Moicano,Drew Dober,Red,0,23,42,0.54,142,177,0.8,3,6,0.5,0,0,633,18,5,4.41,3.8,0.47,0.47,0.6,0.72,0.6,1.8,0,23,59,0.38,36,73,0.49,1,2,0.5,0,0,62,27,13,4.34,4.23,0.4,0.18,0.51,0.56,0.1,0.71
Randy Brown,Muslim Salikhov,Red,1,13,46,0.28,13,46,0.28,0,0,0,0,0,3,18,5,4.37,3.33,0.46,0.39,0.54,0.74,0.5,0.78,0,10,22,0.45,10,22,0.45,0,0,0,0,0,0,19,5,3.36,2.94,0.51,0.4,0.62,0.73,0,1.27
Viviane Araujo,Natalia Silva,Blue,0,26,67,0.38,63,110,0.57,1,9,0.11,0,0,361,12,6,4.11,4.96,0.47,0.4,0.56,0.78,0.6,1.76,0,38,128,0.29,65,157,0.41,0,1,0,0,0,0,17,5,4.53,2.1,0.44,0.28,0.65,0.91,0,0.5
Gilbert Urbina,Charles Radtke,Blue,0,16,38,0.42,16,38,0.42,0,1,0,0,0,5,7,4,5.61,4.61,0.57,0.44,0.44,0,0.8,3.01,2,30,47,0.63,33,51,0.65,0,0,0,0,0,8,9,3,3.29,3.03,0.52,0.16,0.54,1,0,0.76
Molly McCann,Diana Belbita,Red,0,42,91,0.46,43,92,0.47,2,2,1,1,0,68,14,6,5.79,4.94,0.49,0.38,0.63,0.43,0.6,1.82,0,29,77,0.37,29,77,0.38,0,0,0,0,0,0,15,9,6.54,6.55,0.42,0.62,0.51,0.65,0,0.91
Azat Maksum,Charles Johnson,Blue,1,38,163,0.23,40,166,0.24,2,7,0.28,1,1,149,17,1,2.8,5.23,0.23,0.22,0.55,0.66,0.5,2,0,76,140,0.54,81,149,0.54,2,6,0.33,3,0,47,14,6,4.45,3.15,0.55,0.23,0.59,0.63,0.6,0.48
Themba Gorimbo,Pete Rodriguez,Red,1,12,18,0.66,12,18,0.67,0,1,0,0,0,5,12,4,2.3,1.67,0.6,0.45,0.46,0.66,0,3.39,0,0,5,0,0,5,0,0,0,0,0,0,0,5,2,9.28,12.83,0.43,0,0.42,1,0,0
JeongYeong Lee,Blake Bilder,Red,0,49,82,0.59,75,121,0.62,2,3,0.66,0,0,269,11,1,2.81,1.57,0.53,0.66,0.59,0.76,0.5,0.96,0,19,54,0.35,36,77,0.47,0,3,0,0,0,318,8,2,3.81,4.15,0.48,0.07,0.53,0.71,0.6,0.31
Luana Carolina,Julija Stoliarenko,Red,0,66,136,0.48,138,230,0.6,2,3,0.66,0,0,327,10,4,4.63,3.63,0.49,0.42,0.49,0.76,0.6,0.38,0,16,59,0.27,21,68,0.31,1,5,0.2,3,0,227,11,9,2.49,4.54,0.39,0.27,0.46,0.54,1.7,0.93
Landon Quinones,MarQuel Mederos,Blue,0,55,149,0.36,78,176,0.44,1,3,0.33,0,0,124,7,3,6.77,7.7,0.4,0.33,0.55,1,0,0.5,0,60,146,0.41,74,165,0.45,0,5,0,0,0,253,9,1,4.39,3.29,0.45,0,0.63,0.9,0,0
Thomas Petersen,Jamal Pogues,Blue,0,58,86,0.67,116,153,0.76,1,6,0.16,0,0,167,8,2,3.79,3.79,0.68,0.44,0.46,1,0.7,2.84,0,65,124,0.52,66,125,0.53,0,0,0,0,0,4,11,4,3.36,4.17,0.44,0.48,0.5,0.77,0,2.4
Sean Strickland,Dricus Du Plessis,Blue,0,173,408,0.42,183,419,0.44,0,0,0,0,0,0,28,6,5.91,4.33,0.41,0.64,0.62,0.77,0.2,0.85,0,137,354,0.38,140,358,0.39,6,11,0.54,0,0,128,21,2,6.49,4.77,0.5,0.51,0.55,0.4,0.8,3
Raquel Pennington,Mayra Bueno Silva,Red,0,134,201,0.66,265,342,0.77,1,3,0.33,2,2,688,16,9,4.14,3.29,0.52,0.27,0.6,0.63,0.7,0.9,0,69,88,0.78,96,118,0.81,3,9,0.33,3,0,538,10,3,3.84,4.86,0.57,0.38,0.53,0.68,1.6,0.68
Neil Magny,Mike Malott,Red,0,57,102,0.55,110,159,0.69,1,2,0.5,0,0,107,29,12,3.47,2.42,0.46,0.4,0.52,0.54,0.3,2.17,0,45,67,0.67,100,128,0.78,4,6,0.66,0,0,362,10,2,3.83,3.33,0.46,0.6,0.52,0.16,1,3.04
Chris Curtis,Marc-Andre Barriault,Red,0,140,258,0.54,144,262,0.55,0,0,0,0,0,0,31,10,5.96,6.58,0.51,0,0.53,0.92,0,0,0,122,243,0.5,124,245,0.51,0,0,0,0,0,0,16,7,6.19,5.67,0.47,0.25,0.52,0.67,0.1,0.22
Arnold Allen,Movsar Evloev,Blue,0,59,140,0.42,61,143,0.43,0,0,0,1,0,3,19,3,3.39,2.91,0.4,0.5,0.61,0.75,0.4,1.02,0,51,118,0.43,72,141,0.51,5,17,0.29,0,0,211,18,0,4.43,2.89,0.48,0.46,0.61,0.71,0.2,4.75
Brad Katona,Garrett Armfield,Blue,0,64,155,0.41,76,172,0.44,4,9,0.44,0,0,275,15,3,4.71,4.98,0.49,0.27,0.48,0.52,0,1.5,0,105,168,0.62,130,193,0.67,0,1,0,0,0,0,10,3,6.22,3.93,0.53,0,0.58,0.64,0,0
Charles Jourdain,Sean Woodson,Blue,0,60,156,0.38,78,175,0.45,0,4,0,1,0,118,15,7,5.56,4.31,0.48,0.1,0.57,0.48,0.6,0.09,0,80,168,0.47,102,193,0.53,1,3,0.33,0,0,39,11,1,5.4,4,0.46,0.62,0.58,0.84,0.5,0.76
Serhiy Sidey,Ramon Taveras,Blue,0,79,226,0.34,81,229,0.35,0,4,0,0,0,24,10,2,5.16,4.19,0.35,0,0.56,0,0,0,1,62,147,0.42,62,148,0.42,0,0,0,0,0,6,10,2,4.63,5.41,0.45,0,0.65,1,0,0
Gillian Robertson,Polyana Viana,Red,0,23,39,0.58,49,91,0.54,2,2,1,1,0,366,13,8,2.61,3.12,0.46,0.43,0.56,0.43,1,2.53,0,12,41,0.29,33,66,0.5,0,0,0,0,0,27,13,7,2.99,2.65,0.4,0.33,0.53,0.38,1.9,0.82
Yohan Lainesse,Sam Patterson,Blue,0,1,9,0.11,1,9,0.11,0,0,0,0,0,5,9,3,2.22,3.38,0.41,0.28,0.58,0.72,0.5,0.94,0,5,10,0.5,5,10,0.5,1,1,1,1,0,41,11,2,2.54,3.41,0.38,1,0.49,0.33,3.6,1.19
Jasmine Jasudavicius,Priscila Cachoeira,Red,1,93,120,0.77,326,398,0.82,2,5,0.4,3,0,685,10,3,3.95,4.03,0.45,0.37,0.51,0.8,0.4,2.16,0,24,50,0.48,26,52,0.5,0,0,0,0,0,5,12,6,3.76,7.03,0.44,0.33,0.43,0.65,0,0.15
Malcolm Gordon,Jimmy Flick,Blue,0,37,70,0.52,74,116,0.64,1,1,1,1,0,253,14,8,2.5,2,0.45,0.35,0.43,0.26,1,1.72,0,3,7,0.42,7,11,0.64,1,4,0.25,4,0,67,17,7,1.7,5.2,0.5,0.26,0.4,0,5.4,1.79
Magomed Ankalaev,Johnny Walker,Red,1,39,58,0.67,39,58,0.67,0,0,0,0,0,5,19,1,3.64,2.25,0.53,0.31,0.59,0.86,0,1.02,0,24,71,0.33,26,73,0.36,0,0,0,0,0,0,21,8,3.81,2.83,0.53,1,0.44,0.57,0.9,0.46
Jim Miller,Gabriel Benitez,Red,0,80,140,0.57,96,157,0.61,2,2,1,1,0,235,37,17,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,80,182,0.43,84,188,0.45,0,0,0,0,0,1,23,12,4.92,4.26,0.41,0.5,0.62,0.55,1,0.24
Ricky Simon,Mario Bautista,Blue,0,45,108,0.41,52,115,0.45,2,13,0.15,0,0,180,20,5,3.01,3.61,0.43,0.46,0.61,0.76,0.4,5.49,0,112,270,0.41,118,276,0.43,0,3,0,0,0,14,14,2,5.69,3.99,0.48,0.44,0.53,0.66,1,2.25
Phil Hawes,Brunno Ferreira,Blue,0,13,27,0.48,13,28,0.46,0,1,0,0,0,0,12,6,5.33,3.72,0.59,0.34,0.55,0.9,0.2,2.11,1,19,43,0.44,24,49,0.49,1,4,0.25,0,0,97,11,1,5,4.17,0.5,0.16,0.48,0.66,0,1.25
Andrei Arlovski,Waldo Cortes-Acosta,Blue,0,58,127,0.45,58,127,0.46,0,0,0,0,0,0,34,23,3.78,3.2,0.45,0.36,0.57,0.76,0.2,0.38,0,49,136,0.36,50,137,0.36,0,0,0,0,0,0,11,1,6.13,4.02,0.47,0,0.52,0.6,0,0
Matthew Semelsberger,Preston Parsons,Blue,0,28,69,0.4,33,77,0.43,1,2,0.5,2,0,188,11,7,3.78,4.21,0.43,0.57,0.54,0.45,0.4,1.02,0,47,87,0.54,116,165,0.7,7,11,0.63,2,1,386,11,4,3.83,3.18,0.55,0.43,0.51,0.8,3.1,4.3
Marcus McGhee,Gaston Bolanos,Red,1,65,123,0.52,74,134,0.55,1,3,0.33,0,0,107,9,1,5.43,2.52,0.51,0.33,0.71,1,0.8,0.84,0,28,81,0.34,28,82,0.34,0,0,0,0,0,4,7,4,3.88,3.49,0.43,0,0.49,0.5,0,0
Farid Basharat,Taylor Lapilus,Red,0,42,100,0.42,55,116,0.47,5,16,0.31,1,0,418,12,0,4.47,2.44,0.58,0.41,0.57,0.83,0.6,3.96,0,40,93,0.43,41,94,0.44,0,0,0,0,0,2,19,4,3.91,2.37,0.46,0.4,0.61,0.77,0.4,0.37
Westin Wilson,Jean Silva,Blue,0,11,36,0.3,11,36,0.31,0,3,0,0,0,4,16,9,2.11,6.62,0.34,0,0.28,0,4.2,0,1,25,36,0.69,25,36,0.69,1,1,1,0,0,8,12,2,5.83,4.27,0.52,0.5,0.57,1,0,1.56
Nikolas Motta,Tom Nolan,Red,1,21,40,0.52,21,40,0.52,0,0,0,0,0,9,14,5,3.08,4.78,0.33,0,0.51,0.82,0,0,0,12,20,0.6,12,20,0.6,0,0,0,0,0,0,6,1,10.27,9.45,0.56,0,0.47,0,0,0
Joshua Van,Felipe Bunes,Red,1,83,141,0.58,154,222,0.69,1,1,1,0,0,74,10,1,9.08,5.77,0.53,0.42,0.6,0.78,0,1.14,0,50,91,0.54,57,101,0.56,2,6,0.33,0,0,122,13,7,5.25,8.72,0.54,0.33,0.41,0,0,3.15
Leon Edwards,Colby Covington,Red,0,57,108,0.52,65,116,0.56,2,3,0.66,2,1,87,22,3,2.75,2.34,0.53,0.34,0.54,0.7,0.4,1.25,0,44,126,0.34,109,194,0.56,2,10,0.2,0,0,304,17,4,3.88,2.98,0.38,0.44,0.55,0.67,0.2,3.79
Alexandre Pantoja,Brandon Royval,Red,0,95,156,0.6,126,195,0.65,8,14,0.57,1,0,951,27,5,4.32,3.9,0.49,0.48,0.5,0.67,1,2.2,0,111,204,0.54,281,390,0.72,0,1,0,0,2,47,16,7,4.33,3.42,0.36,0.6,0.46,0.4,1.1,0.47
Shavkat Rakhmonov,Stephen Thompson,Red,0,28,36,0.77,73,88,0.83,1,5,0.2,2,0,465,18,0,4.12,2.41,0.61,0.29,0.51,1,1.8,1.49,0,16,25,0.64,26,37,0.7,0,0,0,0,0,0,17,7,4.11,3.03,0.46,0.41,0.54,0.65,0,0.26
Tony Ferguson,Paddy Pimblett,Blue,0,62,105,0.59,90,134,0.67,0,0,0,0,0,0,26,10,4.94,4.41,0.45,0.35,0.55,0.67,0.9,0.39,1,106,165,0.64,151,217,0.7,1,4,0.25,0,0,533,21,3,5.13,3.7,0.52,0.25,0.41,0.56,1.6,0.98
Josh Emmett,Bryce Mitchell,Red,1,2,10,0.2,2,10,0.2,0,0,0,0,0,0,19,4,4.04,4.61,0.36,0.37,0.61,0.46,0.1,0.91,0,0,3,0,0,3,0,0,0,0,0,0,0,16,3,2.3,1.63,0.58,0.41,0.58,0.33,1.6,3.45
Alonzo Menifield,Dustin Jacoby,Red,1,68,117,0.58,95,145,0.66,1,2,0.5,0,0,123,15,3,3.92,3.51,0.57,0.33,0.49,0.75,0.3,0.67,0,93,150,0.62,113,171,0.66,0,0,0,0,0,128,19,8,5.53,4.07,0.47,0.25,0.57,0.6,0,0.36
Irene Aldana,Karol Rosa,Red,0,145,308,0.47,145,308,0.47,0,0,0,0,0,0,15,7,5.24,6.33,0.4,0.5,0.57,0.76,0.2,0.16,0,204,350,0.58,204,350,0.58,0,1,0,0,0,0,17,6,6.34,4.78,0.56,0.45,0.49,0.68,0,1.22
Cody Garbrandt,Brian Kelleher,Red,1,20,41,0.48,21,42,0.5,0,0,0,0,0,19,14,5,3.06,3.91,0.4,0.34,0.6,0.8,0,1.1,0,17,25,0.68,21,29,0.72,0,1,0,0,0,36,24,15,3.39,4.64,0.41,0.41,0.54,0.6,0.7,1.74
Casey O'Neill,Ariane Lipski,Blue,0,31,74,0.41,32,75,0.43,0,2,0,0,0,20,9,2,8.41,6.3,0.54,0.38,0.56,0.66,0.7,1.77,0,64,127,0.5,86,152,0.57,1,1,1,1,0,58,17,8,4.27,4.23,0.4,0.55,0.52,0.79,0.4,0.64
Tagir Ulanbekov,Cody Durden,Red,1,24,41,0.58,45,63,0.71,2,2,1,5,1,363,15,2,3.22,3.3,0.45,0.46,0.51,0.61,2.1,3.71,0,32,43,0.74,55,67,0.82,0,0,0,0,0,36,16,5,3.16,2.89,0.51,0.5,0.51,0.66,0.3,4.84
Andre Fili,Lucas Almeida,Red,1,20,36,0.55,25,42,0.6,0,0,0,0,0,15,23,11,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,0,10,25,0.4,10,25,0.4,0,0,0,0,0,0,14,3,5.05,5.32,0.47,0,0.45,0.4,0,0
Martin Buday,Shamil Gaziev,Blue,0,8,20,0.4,13,26,0.5,0,2,0,0,0,20,13,2,5.17,5.7,0.52,0.25,0.54,1,0.3,0.26,0,49,98,0.5,60,114,0.53,0,0,0,0,0,138,12,1,2.63,4.73,0.44,0.14,0.42,1,0.5,0.53
Song Yadong,Chris Gutierrez,Red,0,77,165,0.46,160,283,0.57,2,3,0.66,0,0,661,21,8,4.49,3.96,0.43,0.4,0.55,0.72,0.2,0.66,0,87,145,0.6,105,165,0.64,0,2,0,0,0,0,20,6,4.8,2.79,0.58,0.3,0.63,0.69,0.1,0.28
Anthony Smith,Khalil Rountree Jr.,Blue,0,47,84,0.55,52,89,0.58,0,2,0,0,0,11,37,19,3.21,4.47,0.48,0.26,0.46,0.48,0.6,0.49,1,53,114,0.46,56,118,0.47,0,0,0,0,0,58,14,5,3.84,4.18,0.39,0,0.5,0.58,0.1,0
Nasrat Haqparast,Jamie Mullarkey,Red,2,16,29,0.55,18,31,0.58,0,0,0,0,0,5,16,5,5.78,5.25,0.44,0.2,0.64,0.78,0,0.31,0,8,23,0.34,8,23,0.35,0,0,0,0,0,0,17,7,4.46,4.49,0.46,0.34,0.54,0.76,0.1,2.42
Tim Elliott,Sumudaerji,Red,0,10,21,0.47,26,37,0.7,1,3,0.33,1,0,125,21,13,3.39,2.66,0.44,0.47,0.56,0.59,1,3.73,0,10,25,0.4,10,25,0.4,0,0,0,0,0,0,16,6,4.64,2.73,0.54,1,0.61,0.66,0.6,0.29
JunYong Park,Andre Muniz,Blue,0,27,60,0.45,52,96,0.54,0,0,0,0,2,178,17,6,4.53,3.3,0.5,0.5,0.53,0.57,1.1,1.83,0,14,30,0.46,35,60,0.58,11,14,0.78,0,1,574,24,6,1.97,1.99,0.5,0.5,0.54,0.35,1.2,4.23
Song Kenan,Kevin Jousset,Blue,0,62,156,0.39,88,188,0.47,0,1,0,0,0,0,20,8,4.36,6.38,0.46,0.5,0.5,0.61,0,0.34,0,134,235,0.57,158,263,0.6,1,2,0.5,0,0,86,10,2,8.23,5.1,0.55,0.66,0.53,1,0.8,1.51
HyunSung Park,Shannon Ross,Red,2,50,124,0.4,65,154,0.42,0,1,0,0,0,201,9,0,4.15,3.43,0.44,0.27,0.59,1,2.6,1.54,0,47,115,0.4,61,135,0.45,0,0,0,0,0,0,13,9,5.96,7.39,0.39,0,0.55,1,0,0
Steve Garcia,Melquizael Costa,Red,1,29,49,0.59,41,66,0.62,0,0,0,1,0,46,15,5,4.85,2.4,0.56,0.44,0.46,0.88,0.7,1.31,0,6,10,0.6,20,25,0.8,2,10,0.2,0,0,281,20,7,4.29,2.99,0.46,0.27,0.59,0.42,0.5,2.49
Luana Santos,Stephanie Egger,Red,0,53,104,0.5,97,161,0.6,2,4,0.5,0,0,464,7,1,6.21,3.64,0.55,0.5,0.64,0.66,0,1.61,0,44,115,0.38,112,193,0.58,1,1,1,0,0,66,8,5,2.2,2.48,0.46,0.42,0.52,0.5,0.6,2.48
Tatsuro Taira,Carlos Hernandez,Red,1,33,43,0.76,44,60,0.73,0,0,0,0,0,216,15,0,3.51,1.15,0.71,0.41,0.47,0.71,2.4,2.12,0,2,4,0.5,2,4,0.5,0,2,0,0,0,53,9,3,4.95,4.54,0.46,0.15,0.46,0.65,0.3,1.11
Rayanne Amanda,Talita Alencar,Blue,0,57,130,0.43,80,156,0.51,0,1,0,0,0,14,14,7,3.73,4.63,0.36,0.2,0.65,0.88,0,0.5,0,36,157,0.22,48,176,0.27,1,9,0.11,0,0,164,5,0,2.37,4.8,0.28,0.15,0.48,0.5,0,2.5
Beneil Dariush,Arman Tsarukyan,Blue,0,2,8,0.25,2,8,0.25,0,0,0,0,0,0,22,6,3.78,2.65,0.48,0.34,0.57,0.8,0.9,1.9,1,8,15,0.53,8,15,0.53,0,0,0,0,0,3,21,3,3.85,1.91,0.48,0.36,0.54,0.75,0,3.4
Jalin Turner,Bobby Green,Red,1,33,60,0.55,33,60,0.55,0,0,0,0,0,12,14,7,6.02,4.63,0.48,0.55,0.41,0.75,1.2,0.88,0,15,26,0.57,15,26,0.58,0,0,0,0,0,2,31,15,6.14,3.74,0.52,0.37,0.62,0.74,0.3,1.2
Rob Font,Deiveson Figueiredo,Blue,0,46,94,0.48,48,96,0.5,0,2,0,0,0,22,20,8,5.53,3.65,0.45,0.35,0.56,0.46,0.3,0.89,0,45,74,0.6,53,84,0.63,4,7,0.57,0,0,242,22,3,3.08,3.46,0.55,0.44,0.51,0.58,1.6,1.65
Sean Brady,Kelvin Gastelum,Red,0,14,24,0.58,97,130,0.75,5,5,1,3,0,546,16,1,3.77,3.55,0.53,0.57,0.61,0.87,1.2,3.29,0,18,32,0.56,21,35,0.6,0,0,0,0,1,19,18,9,3.55,3.23,0.41,0.3,0.58,0.59,0.1,0.96
Clay Guida,Joaquim Silva,Blue,0,43,134,0.32,63,155,0.41,2,11,0.18,0,0,263,38,21,2.64,3.01,0.33,0.36,0.61,0.67,0.6,3.13,0,46,91,0.5,85,141,0.6,2,3,0.66,2,0,155,13,5,3.61,4.51,0.41,0.6,0.54,0.64,0.7,0.45
Punahele Soriano,Dustin Stoltzfus,Blue,0,31,73,0.42,33,76,0.43,0,0,0,0,0,0,9,4,3.96,4.55,0.45,0.4,0.48,0.33,0,0.79,1,64,123,0.52,78,140,0.56,4,7,0.57,1,0,132,15,5,3.49,3.29,0.44,0.4,0.48,0.46,0.7,2.4
Miesha Tate,Julia Avila,Red,0,32,37,0.86,127,152,0.84,4,5,0.8,1,0,655,20,9,2.62,2.98,0.45,0.31,0.51,0.55,1.3,2.02,0,3,11,0.27,11,21,0.52,0,0,0,0,0,0,9,3,2.59,2.86,0.43,0.33,0.5,0.5,0.3,0.54
Zach Reese,Cody Brundage,Blue,0,4,5,0.8,10,12,0.83,0,0,0,1,0,0,6,1,3.93,6.56,0.66,0,0.28,0,9.8,0,0,9,12,0.75,12,16,0.75,1,1,1,0,0,85,10,5,1.8,2.51,0.55,0.52,0.43,0.73,1.1,2.69
Drakkar Klose,Joe Solecki,Red,0,2,2,1,8,9,0.89,0,0,0,0,1,40,14,2,4.33,3.4,0.55,0.3,0.52,0.68,0,1.78,0,1,1,1,9,13,0.69,1,2,0.5,0,0,53,13,4,2.21,1.53,0.56,0.5,0.52,0.5,1.5,2.65
Rodolfo Bellato,Ihor Potieria,Red,0,80,131,0.61,99,160,0.62,1,4,0.25,0,0,169,12,2,6.47,5.9,0.61,0.25,0.44,1,0.5,1.09,1,73,127,0.57,92,153,0.6,0,0,0,0,0,101,20,5,5.19,5.01,0.5,0,0.51,0.57,0,0
Wellington Turman,Jared Gooden,Blue,0,37,57,0.64,46,73,0.63,1,1,1,0,0,100,18,8,3.23,4.17,0.51,0.2,0.45,0.42,0.8,1.55,0,53,83,0.63,62,95,0.65,1,1,1,1,0,31,23,9,5.08,6.68,0.49,1,0.48,0.65,0.2,0.67
Veronica Hardy,Jamey-Lyn Horth,Red,0,43,101,0.42,61,122,0.5,1,2,0.5,0,0,94,8,4,3.27,4.1,0.45,0.41,0.46,0.57,0.4,1.27,0,43,87,0.49,74,125,0.59,1,3,0.33,0,0,239,6,1,3.97,3.53,0.62,0.25,0.57,0.7,0,0.5
Brendan Allen,Paul Craig,Red,0,32,43,0.74,52,64,0.81,2,2,1,2,0,478,23,5,3.87,3.6,0.54,0.47,0.46,0.58,1.7,1.36,0,6,14,0.42,13,21,0.62,0,2,0,1,0,34,17,7,2.42,2.86,0.46,0.22,0.45,0.37,1.6,1.76
Michael Morales,Jake Matthews,Red,0,84,208,0.4,84,208,0.4,0,1,0,0,0,7,16,0,5.28,3.6,0.46,0.41,0.52,0.91,0,1.24,0,57,149,0.38,57,149,0.38,0,1,0,0,0,3,19,7,3.3,2.56,0.45,0.4,0.6,0.62,0.6,1.59
Chase Hooper,Jordan Leavitt,Red,0,1,3,0.33,13,18,0.72,0,0,0,1,0,57,13,3,4.86,3.59,0.51,0.22,0.36,0.55,2.2,1.42,0,3,4,0.75,5,10,0.5,0,2,0,0,1,59,11,3,2.55,1.84,0.61,0.25,0.57,0.3,1.1,2.19
Payton Talbott,Nick Aguirre,Red,0,28,53,0.52,58,90,0.64,0,0,0,1,0,205,8,0,8.05,3.58,0.54,0,0.51,0.9,0.5,0,0,5,12,0.41,18,29,0.62,2,10,0.2,0,0,346,7,2,0.73,2.89,0.33,0.2,0.45,0.33,0.6,1.16
Luana Pinheiro,Amanda Ribas,Blue,0,55,116,0.47,56,120,0.47,1,6,0.16,0,0,71,11,2,3.89,4.38,0.41,0.4,0.62,0.66,0.3,2.36,1,87,224,0.38,96,234,0.41,0,1,0,0,0,30,12,5,4.63,3.4,0.4,0.51,0.61,0.85,0.7,2.07
Uros Medic,Myktybek Orolbai,Blue,0,14,27,0.51,17,32,0.53,0,0,0,0,0,2,9,2,5.64,3.18,0.6,1,0.58,0.46,0,0.4,0,8,20,0.4,16,31,0.52,7,10,0.7,1,0,446,12,1,0.87,1.52,0.4,0.7,0.48,0,1.6,11.41
Jonathan Pearce,Joanderson Brito,Blue,0,14,16,0.87,81,96,0.84,1,4,0.25,0,1,375,14,5,5.6,3.35,0.56,0.53,0.55,0.56,0.8,5.29,0,8,20,0.4,33,47,0.7,1,1,1,1,0,118,16,3,3.32,2.62,0.51,0.75,0.47,0.5,0.8,3.4
Chad Anheliger,Jose Johnson,Blue,0,26,71,0.36,47,103,0.46,4,8,0.5,0,1,378,13,7,3.6,3.11,0.45,0.3,0.53,0.42,0.6,0.82,0,63,108,0.58,141,198,0.71,1,2,0.5,1,2,260,16,8,2.8,1.73,0.6,0.5,0.55,0.36,0.6,0.62
Christian Leroy Duncan,Denis Tiuliulin,Red,1,65,87,0.74,90,123,0.73,0,2,0,0,0,291,10,1,5.96,3.82,0.62,0.14,0.5,0.5,0,0.45,0,30,71,0.42,37,81,0.46,0,0,0,0,0,0,10,9,4.5,6.15,0.41,0,0.36,0.73,0,0
Mick Parkin,Caio Machado,Red,0,39,98,0.39,69,139,0.5,3,10,0.3,0,1,383,9,0,4.54,3.94,0.51,0.41,0.59,0.5,0.3,1.6,0,76,132,0.57,103,164,0.63,0,1,0,0,0,20,8,2,6.57,1.87,0.64,0,0.64,0.82,0,0
Jeka Saragih,Lucas Alexander,Red,1,4,9,0.44,4,9,0.44,1,1,1,0,0,5,14,3,2.76,2.84,0.5,1,0.4,0.66,0.6,2.37,0,11,16,0.68,11,16,0.69,0,1,0,0,0,0,8,4,5.23,1.83,0.55,0,0.71,0.57,0,0
Lucie Pudilova,Ailin Perez,Blue,0,20,42,0.47,41,67,0.61,0,0,0,1,0,249,14,9,3.68,3.83,0.37,0.27,0.51,0.66,0.7,0.55,0,42,74,0.56,123,180,0.68,2,8,0.25,0,0,516,9,2,2.96,1.18,0.55,0.5,0.57,0.75,0,4.89
Charles Johnson,Rafael Estevam,Blue,0,72,109,0.66,116,161,0.72,0,0,0,0,1,43,14,6,4.45,3.15,0.55,0.23,0.59,0.63,0.6,0.48,0,18,43,0.41,35,77,0.45,3,22,0.13,1,0,563,12,0,2.94,3.35,0.64,0.19,0.34,0,0.7,3.35
Jiri Prochazka,Alex Pereira,Blue,0,30,53,0.56,44,70,0.63,1,3,0.33,0,0,165,29,4,5.31,5.17,0.55,0.5,0.4,0.68,0.3,0.61,1,38,61,0.62,49,72,0.68,0,0,0,1,0,8,9,2,5,3.65,0.62,1,0.5,0.7,0.4,0.19
Sergei Pavlovich,Tom Aspinall,Blue,0,1,7,0.14,1,7,0.14,0,0,0,0,0,0,18,2,8.21,4.61,0.48,0,0.55,0.75,0,0,1,10,14,0.71,10,14,0.71,0,0,0,0,0,2,14,3,7.72,2.77,0.66,1,0.66,1,1.7,3.46
Jessica Andrade,Mackenzie Dern,Red,4,53,107,0.49,53,107,0.5,0,0,0,0,0,13,25,12,6.67,5.36,0.5,0.54,0.54,0.72,0.4,2.45,0,49,114,0.42,50,115,0.43,0,4,0,0,0,0,13,5,3.31,4.09,0.4,0.15,0.51,0.28,1.3,0.79
Matt Frevola,Benoit Saint Denis,Blue,0,5,9,0.55,7,12,0.58,2,2,1,0,0,25,11,4,3.71,3.57,0.42,0.4,0.59,0.42,0.9,2.59,1,6,11,0.54,10,15,0.67,0,0,0,0,1,19,13,2,5.7,4.98,0.54,0.37,0.42,0.69,1.5,4.76
Diego Lopes,Pat Sabatini,Red,1,13,18,0.72,13,18,0.72,0,1,0,0,0,2,23,6,2.47,4.91,0.53,0,0.37,0.42,5.3,0,0,7,12,0.58,10,16,0.62,0,2,0,0,0,0,18,5,2.02,1.54,0.59,0.42,0.49,0.5,1.9,3.73
Steve Erceg,Alessandro Costa,Red,0,74,125,0.59,104,162,0.64,1,8,0.12,1,1,389,12,1,4.57,3.64,0.48,0.3,0.55,0.77,0.8,1.69,0,54,97,0.55,85,129,0.66,1,6,0.16,0,0,74,13,4,3.75,3.61,0.46,0.16,0.56,0.9,0,0.31
Tabatha Ricci,Loopy Godinez,Blue,0,84,224,0.37,91,232,0.39,0,6,0,0,0,82,9,2,4.41,4.86,0.37,0.41,0.59,0.71,0.2,3.39,0,98,221,0.44,101,225,0.45,0,1,0,0,0,3,12,3,4.31,3.76,0.49,0.46,0.62,0.86,1.1,3.39
